Boston, New York, USA	42.6289858 -78.7376213
Imlil, Marrakech, Morocco	31.136817 -7.920757
Jaworki, Malopolskie, Poland	49.5344444 20.57
Coniston, Ontario, Canada	46.4867024 -80.8496581
Narsarsuaq, Greenland	61.1555939 -45.4235988
Fairfield, Pennsylvania, USA	39.7873173 -77.3685984
Shelby County, Kentucky, USA	38.2215625 -85.2111267
Emerald Lake, Colorado, USA	39.151697150000004 -106.4061869338914
Wilmington, New York, USA	44.3616935 -73.86133290780307
Shirlington, Virginia, USA	38.8410077 -77.0907027
Cahul, Moldova	45.9044087 28.1946583
Fountain Hills, Arizona, USA	33.6117105 -111.7173613
Revolution Bike Park, Wales	52.82000635 -3.408654864581351
Oldwick, New Jersey, USA	40.6726014 -74.7473849
BME, Budapest, Hungary	47.47844135 19.057715354417404
Silva Jardim, Rio de Janeiro, Brazil	-22.6504534 -42.3919146
Pisz, Warminsko-Mazurskie, Poland	53.6294943 21.8098191
Sunset Beach, California, USA	33.7179231 -118.0706056
Cramerton, North Carolina, USA	35.2387504 -81.0750757
Taganrog Bay, Russia	46.960871 38.333649382723245
Clarkefield, Victoria, Australia	-37.483466 144.7480489
Lookout Mountain, Colorado, USA	39.7324875 -105.2386004
Ribeauville, Aisne, France	50.0436112 3.5866666
Lake Isabella, California, USA	35.638326 -118.48446958199332
Thiersee, Tirol, Austria	47.5806574 12.029915079797096
Piazza Campidoglio, Lazio, Italy	41.8932408 12.482981487083691
Red Lake, Arizona, USA	34.9025226 -109.59276931004266
Sheinkin St, Tel Aviv,Israel	32.0746353 34.8104393
Oceanside, California, USA	33.1958696 -117.3794834
YouTube Space LA - Los Angeles, California, USA	33.9769755 -118.406974
Nayoro, Hokkaido, Japan	44.3558063 142.4631619
Rottach-Egern, Bavaria, Germany	47.6909599 11.7707109
Baxter Springs, Kansas, USA	37.0236759 -94.7355042
Belleville, New Jersey, USA	40.7937116 -74.1501438
Christopher, Illinois, USA	37.9725501 -89.053408
Axpe, Basque Country, Spain	43.1159501 -2.5978391177581863
Mariahilf, Vienna, Austria	48.1954752 16.347023425336456
Konin, Wielkopolskie, Poland	52.25590205 18.267866211748718
Cabatuan, Iloilo, Philippines	10.8798603 122.4819482
Rajpur, Uttarakhand, India	30.3819398 78.0887349
Dillingham, Alaska, USA	59.047935499999994 -158.52070815755948
Marunouchi, Tokyo, Japan	35.6806555 139.7652217
Nyukhcha, Karelia, Russia	63.92374 36.253109
Bogor, Indonesia	-6.5962986 106.7972421
Amsterdamse Bos, Amsterdam, The Netherlands	52.31157065 4.828337371464958
Lavon, Texas, USA	33.0276193 -96.4341524
Bad Axe, Michigan, USA	43.801959 -83.000777
Agra, Uttar Pradesh, India	27.1752554 78.0098161
Shaunavon, Saskatchewan, Canada	49.6507703 -108.4100213
Ranier, Minnesota, USA	48.612991 -93.348758
Cornwall, England, UK	50.416667 -4.75
Reidsville, Georgia, USA	32.2000471 -82.31551
Lapland, Finland	67.69291045 26.728204479201416
Alwar, Rajasthan, India	27.639077049999997 76.6144524902045
Church Rock, New Mexico, USA	35.53689685 -108.63230337369667
Jasen, Macedonia	41.81565485 21.205766405706477
100, Pontevedra, Spain	42.2323047 -8.6891795
Acampo, California, USA	38.1746398 -121.2785588
Pleasant River, Nova Scotia, Canada	44.4387758 -64.8808694
Mariassy Street, Budapest, Hungary	47.4689254 19.0770644
Tryon, North Carolina, USA	35.2081695 -82.2384479
Tucum�n, Argentina	-3.0838818 -59.9491739
Chester, Pennsylvania, USA	39.849557 -75.3557458
Wounded Knee, South Dakota, USA	43.1405442 -102.365715
National Taiwan University of Arts, Taiwan	25.00812675 121.44985626673437
Tagebau Meuro, Brandenburg, Germany	51.5571559 14.0047775
Matteson, Illinois, USA	41.509832 -87.739267
Summerville, Georgia, USA	34.4744685 -85.34855001539856
Serre Chevalier, Hautes-Alpes, France	44.9107381 6.5500282
Barnesville Pennsylvania, USA	40.8147866 -76.0312371
Plassac, Charente-Maritime, France	45.4666147 -0.5674255
Bogorodskoye, Russia	52.370987 140.441208
Rh�n, Hessen, Germany	50.08641905 8.503813302220086
Soverato, Italy	38.687717 16.5500442
Parker Valley, Arizona, USA	32.4083631 -110.9633269
Acarigua, Venezuela	9.5507961 -69.2032823
Dom Pedrito, Rio Grande do Sul, Brazil	-30.983755 -54.6746483
Jaunpur, India	25.7955927 82.48834097504385
Blenheim, Marlborough, New Zealand	-41.5118691 173.9545856
Swat, Pakistan	34.319227749999996 71.59029390642517
Faroe Islands	62.0448724 -7.0322972
Elisabeth Bridge, Budapest, Hungary	47.490853900000005 19.049154439086497
Flinders University, South Australia, Australia	-35.02486815 138.57343305056133
Point Addis Marine National Park, Victoria, Australia	-38.4198811 144.2460682314429
Ora, Indiana, USA	41.1739304 -86.5530654
Sanare, Venezuela	10.871976 -68.3835414
Village of Irvington, New York, USA	41.0393385 -73.867982
Burkeville, British Columbia, Canada	49.189028 -123.146192
Kanda, Tokyo, Japan	35.6937148 139.7708898
Hoerdt, Bas-Rhin, France	48.698517 7.7837447
Murray Bridge, South Australia, Australia	-35.1309451 139.2651638
Pendelton County, Kentucky, USA	38.044137 -85.848008
Piggott, Arkansas, USA	36.382839 -90.1906542
Budakeszi, Hungary	47.5099444 18.929382
Rauma, Norway	62.44547455 7.688358647597401
M�n, Denmark	57.0873535 9.8749253
Wood County, Texas, USA	32.7577475 -95.3812941
Cheyenne, Wyoming, USA	41.139981 -104.820246
Pitalito, Huila, Colombia	1.8171632 -76.10213621847218
Hackham, South Australia, Australia	-35.1471432 138.5314176
Eindhoven, Noord-Brabant, Netherlands	51.4392648 5.478633
Ranis, Thuringia, Germany	50.6638396 11.5675201
Honesdale, Pennsylvania, USA	41.5767552 -75.2587871
Kiryat Shmona, Israel	33.2074733 35.5707828
Caluso, Turin, Italy	45.304955 7.895722
Elkton, Michigan, USA	43.8182836 -83.1810514
Evangeline Beach, Nova Scotia, Canada	45.1344451 -64.3191691
Indirapuram, Ghaziabad, India	28.63806725 77.364479473296
Sisikon, Uri, Switzerland	46.949336 8.6211018
Ulrum, Groningen, Netherlands	53.3593259 6.3344129
Eschborn, Hessen, Germany	50.1426423 8.5716274
Ihara, Okayama, Japan	34.8963869 133.7563509
Tapanui, Otago, New Zealand	-45.8880366 169.3907147
Mamer, Luxembourg	49.6266028 6.0229288
McHenry, Maryland, USA	39.5584217 -79.3528174
Friesenhagen, Rheinland-Pfalz, Germany	50.9034439 7.8084366
Plovdiv, Bulgaria	42.1418541 24.7499297
Saint-Germain-en-Laye, Yvelines, France	48.93560465 2.0917742569617808
Alexanderplatz, Berlin, Germany	52.52197645 13.413637435864272
31212 Broad Beach Rd, Malibu California, USA	34.03499615926818 -118.85344485157452
Storm Lake, Iowa, USA	42.6453271 -95.1992916
Bad Ragaz, Switzerland	47.0025282 9.5016438
Casino Square, Monte Carlo, Monaco	43.739358949999996 7.427822378154129
Port Hedland, Western Australia, Australia	-20.3111814 118.5801181
Zbraslav, Czech Republic	49.221003 16.2938559
Aisne, France	49.453285449999996 3.606899003594057
Palghat, Kerala, India	10.7681928 76.6521319
Monte Alban, Oaxaca, Mexico	17.043340999999998 -96.76828783640836
Ocotal Chico, Veracruz, Mexico	18.2575035 -94.859682
Kannur, Kerala, India	11.8763391 75.3737987
Campbellsville, Kentucky, USA	37.3433974 -85.3419069
Saaremaa, Estonia	58.27447565 22.277069116137593
Sunman, Indiana, USA	39.2369971 -85.0946809
Bash Bish Falls State Park, Massachusetts, USA	42.10893405 -73.49226450388542
Mode Gakuen Cocoon Tower, Tokyo, Japan	35.691579149999995 139.69693537118587
Dniester River, Moldova	47.2777478 29.1247127
Pispala, Tampere, Finland	61.5034337 23.7103766
Livorno, Toscana, Italy	42.790216599999994 10.340278678735025
H�rth, North Rhine-Westphalia, Germany	50.77928935 7.18285092024246
Le Puy en Velay, Haute-Loire, France	45.0459739 3.8855537
Winnebago, Minnesota, USA	43.767733 -94.1657949
Thama, Idaho, USA	48.1539505 -116.8502293
Milk River, Alberta, Canada	49.1553073 -112.0849664
Pampulha, Brazil	-19.8638036 -43.9749287
Neuhausen am Rheinfall, Kanton Schaffhausen, Switzerland	47.6811644 8.6197347
Derrybeg, County Donegal, Ireland	55.0782111 -8.2891221
Waterford, Michigan, USA	42.7022527 -83.402718
Varberg, Hallands l�n, Sweden	57.0983921 12.27735809083445
Lawrence, Massachusetts, USA	42.7070354 -71.1631137
405 Dow Road Washington, Vermont, USA	44.0762177 -72.3959775
Genoa, Wisconsin, USA	43.5750997 -91.2256224
Capri, Italy	40.54877475 14.22808744705355
Minden, Nebraska, USA	40.4985164 -98.9476854
Mayfield Heights, Ohio, USA	41.5192189 -81.457896
Tongi, Gazipur, Bangladesh	23.9084932 90.3980037
Lake Toxaway, North Carolina, USA	35.1324988 -82.9337702
Jinyun County, Zhejiang, China	28.68104955 120.11748610530294
Miscouche, Prince Edward Island, Canada	46.433219 -63.8680479
Adel, Iowa, USA	41.6174123 -94.0185176
Pontchartrain Park, New Orleans, USA	30.0236132 -90.04107381780128
Ursel, Belgium	51.1300675 3.4855189
Long Island City Queens, New York, USA	40.7415095 -73.9569751
Linville, North Carolina, USA	35.7965155 -81.8903835
NIngbo, Zhejiang, China	29.8622194 121.6203873
Cordova, Maryland, USA	38.8756695 -75.9960505
Frankfurt Airport, Frankfurt am Main, Germany	50.052895 8.569592
Locorotondo, Bari, Italy	40.75523 17.3265
Pietrasanta, Italy	43.9589031 10.2332031
Maseru, Lesotho	-29.310054 27.478222
LeFroy, Ontario, Canada	48.82988095 -80.58987112390682
Palm Beach, Florida, USA	26.6279798 -80.4494174
Jordan	31.1667049 36.941628
Ladce, Slovakia	49.0377482 18.2874828
Willard, North Carolina, USA	34.690168 -77.9797079
Minneapolis, Minnesota, USA	44.9772995 -93.2654692
Vasermil Stadium, Beersheba, Israel	31.254058 34.783309
Hoyt Arboretum, Oregon, USA	45.5154758 -122.7154723
Orne, France	48.57605325 0.04466171759588161
Oak Grove, Utah, USA	38.6435562 -109.47641929056974
158 Bleecker Street, New York, USA	40.7284254 -73.9998816
North Rhine, Westphalia, Germany	52.1353918 7.6808934
Studio B, Tel Aviv, Israel	32.0867364 34.7822966
Jatiluhur, West Java, Indonesia	-6.3202089 106.9503734
Cabanillas del Campo, Castilla-La Mancha, Spain	40.6372767 -3.2364049
Sdot Yam, Israel	32.4921593 34.8933053
Juan Fernandez Islands, Chile	-33.6444501 -78.82622378807129
Brookneal, Virginia, USA	37.0501416 -78.9441801
South Lake Tahoe, California, USA	38.9332411 -119.9843482
Mono Lake Tufa State Natural Reserve, California, USA	38.00987945 -118.96630898749106
Finca San Tranquilino, Cuba	22.9250709 -82.5901428
Marblehead, Ohio, USA	41.5403281 -82.7354623
Pigeon Forge, Tennessee, USA	35.7884241 -83.5543329
South China Sea, Philippines	16.3818126 120.56564482914987
Price, Utah, USA	39.5994095 -110.810714
Campobello, South Carolina, USA	35.1158728 -82.149935
Coast Dairies State Park, California, USA	37.0264638 -122.21900433135046
Sheung Wan, Hong Kong, China	22.2864829 114.1501973
Frontera, Tabasco, Mexico	18.5321825 -92.6461428
Zona+, Lisbon, Portugal	38.75392325 -9.114087160290687
Abhaneri, Rajasthan, India	27.0072885 76.6079261
Schloss Braunfels, Hessen, Germany	50.5137941 8.387914062045628
Lourmarin, Vaucluse, France	43.7755825 5.3515561
Mount Elbrus, Russia	43.3467977 42.4538368
Santo Amaro, S�o Paulo, Brazil	-23.642686400000002 -46.69983853995947
Tilisos, Crete, Greece	35.31164795 25.008001307868685
Andaman Islands, India	12.61123865 92.83165406414926
Bornheim, North Rhine-Westphalia, Germany	50.7627913 6.9890508
Champigny-Sur-Veude, France	47.0666526 0.323543
Hai, Kilimanjaro, Tanzania	-3.3810649 37.1796192
Pierry, Marne, France	49.0208997 3.9391731
Byron, Georgia, USA	32.6428545 -83.74923165426924
Deadwood, South Dakota, USA	44.376651 -103.729642
Marion, Iowa, USA	41.3144108 -93.1010141
RANCHO MIRAGE, California, USA	33.770859 -116.42687402345575
Nesbit, Mississippi, USA	34.881763 -90.0087022
Unna, North Rhine-Westphalia, Germany	51.5348835 7.689014
Brookhaven, Georgia, USA	33.8584368 -84.340203
Merimasku, Finland	60.4799034 21.871538
Lutsk, Ukraine	50.7450733 25.320078
Westchester County, New York, USA	41.1763139 -73.7907554
Imbros, Turkey	40.2003874 25.9084625
Lake of the Ozarks State Park, Missouri, USA	38.095091 -92.6122962727551
Guimaras, Visayas, Philippines	10.5730629 122.6238907
Schuylerville, New York, USA	43.100231 -73.581963
Herrera, Cantabria, Spain	43.42371 -3.86358
Malolos, Bulacan, Philippines	14.843759 120.8113694
Cocoa, Florida, USA	28.3820058 -80.7796261877344
Bellambi, New South Wales, Australia	-34.362853 150.9100489
Maria Island, Tasmania, Australia	-42.655839799999995 148.10102607816566
Talbot, Victoria, Australia	-37.176182 143.69479549920737
Cooper Landing, Alaska, USA	60.4952185 -149.84784950083542
Hambantota, Southern Province, Sri Lanka	6.177637 81.13126427270001
Amador County, California, USA	38.449089 -120.5911018
Whitehouse Station, New Jersey, USA	40.61538 -74.7704409
Flattnitz, Carinthia, Austria	46.945358 14.0292408
Androka, Madagascar	-25.0117748 44.0764913
Muziekbos, Ronse, Belgium	50.7601664 3.6296793
Studie 4, Denmark	54.9253657 9.849462252213925
Bully, Brittany, France	47.8906709 -2.8920930683556922
Gresham, Oregon, USA	45.4997475 -122.4309766
Lake George, Minnesota, USA	47.2004517 -94.993232
Diepsloot, Johannesburg, South Africa	-25.9309502 28.0105905
San Rafael, California, USA	37.9735346 -122.5310874
El Espinar, Madrid, Spain	40.6026402 -3.4090566
Germantown, Ohio, USA	39.6261682 -84.3693882
Oriente de la Ciudad de Mexico, Mexico	19.5092041 -99.0902352
Nazreth, Ethiopia	8.554518600000002 39.27297039632015
Port Broughton, South Australia, Australia	-33.6004217 137.9311455
Mount Coot-tha Lookout, Queensland, Australia	-27.485087 152.95881
Sderot, Israel	31.526474 34.5969696
Dan Chang, Thailand	14.8400257 99.6921637
Karanganyar, Java, Indonesia	-7.6196965 111.06980026754411
Suprasl, Podlaskie, Poland	53.2100391 23.3360728
Lithgow, NSW, Australia	-33.481536 150.1564887
Altun Ha, Belize	17.7644705 -88.34699699797713
Tororo, Uganda	0.74074215 34.102686174797185
Shari-cho, Hokkaido, Japan	43.9124057 144.6720651
Carmaux, France	44.0496296 2.1583033
Den Haag, Zuid-Holland, Netherlands	52.0799838 4.3113461
Dona Paula, Goa, India	15.4505271 73.8030641
Mestecko, Czech Republic	50.0506332 13.8635607
Hamburg Beach, New York, USA	42.76352375 -78.87868413805477
Pittsburg, California, USA	38.0181745 -121.8901232
Bronte, Texas, USA	31.8873671 -100.2917601
Blanco, Texas, USA	30.2419274 -98.4004594
Beaumont, Texas, USA	30.0860459 -94.1018461
Ruda Slaska, Slaskie, Poland	50.270303 18.864375646334572
Table View, Cape Town, South Africa	-33.8236111 18.4902778
Ciudad de Buenos Aires, Argentina	-34.6075682 -58.4370894
City of Nagoya, Japan	35.13532685 136.89606674211228
Sepang, Selangor, Malaysia	2.7601913 101.73685860714694
Aigio, Greece	38.2507139 22.0858224
Abbaseya, Cairo, Egypt	30.0725328 31.286222
Espigoule, Var, France	43.6757048 5.850001
Berlin-Charlottenburg, Berlin, Germany	52.5043157 13.3026447
Riverland, South Australia, Australia	-34.0238625 140.77468455914368
Panorama City, California, USA	34.2242902 -118.4453745
Pettigo, County Donegal, Ireland	54.5494414 -7.8321522
Matlock, Manitoba, Canada	50.432638 -96.9609355
Dera Ismail Khan, Pakistan	31.827527 70.9090919
Flensburg, Schleswig-Holstein, Germany	54.7833021 9.4333264
Sumgait, Azerbaijan	40.5961666 49.6695971
Ortigas, Manila, Philippines	14.587897649999999 121.05671625848481
Fountain Green, Utah, USA	39.6299598 -111.635199
Velankani, India	12.84958975 77.65926008573226
La Serena, Chile	-29.902631 -71.2520253
White Cloud, Michigan, USA	43.550297 -85.771997
Coeymans, New York, USA	42.4739705 -73.7923456
Marion, Kansas, USA	38.3734544 -97.1305937
Carlos Paz, Argentina	-31.4183774 -64.4936985
York Region, Ontario, Canada	44.0007518 -79.4372217
Klovborg, Midtjylland, Denmark	55.9319642 9.4905654
Jonsdorf, Saxony, Germany	50.85337355 14.685092963923346
Fradon, France	45.19263 -0.2543976
Isla Mayor, Seville, Spain	37.1324663 -6.1648075
Foothill Ranch, California, USA	33.6837644 -117.662249
Taroudant, Morocco	30.470651 -8.877922
Jordanelle, Utah, USA	40.5940261 -111.426973
Paklenica, Croatia	45.3198485 17.0244128
Red Rock Coulee, Alberta, Canada	49.658470699999995 -110.87398210100616
Stolac, Bosnia-Herzegovina	43.0831208 17.9581862
Ruvo di Puglia, Apulia, Italy	41.1140866 16.4863974
Walkerville, South Australia, Australia	-34.8944851 138.6118706678128
Las Animas, Colorado, USA	37.3096626 -104.0591427
Mt Pleasant, South Carolina, USA	32.7940651 -79.8625851
Sanderson Centre for the Performing Arts, Brantford, Ontario	43.139967049999996 -80.26466954249491
Stowe, Pennsylvania, USA	40.2525952 -75.677409
Kitt Peak National Observatory, Arizona, USA	31.96005045 -111.59806254704941
Crimea, Ukraine	45.28350435 34.20081877526554
National Library of Israel, Jerusalem, Israel	31.77586175 35.196701591316156
Azuga, Romania	45.444454 25.5694638
Tiraspol, Moldova	46.8371103 29.6109989
Beselare, West Flanders, Belgium	50.84815 3.0244208
Waimate North, Northland, New Zealand	-35.3131639 173.885529
Isole Tremiti, Italy	42.11480025 15.487123914464327
El Atazar dam, Madrid, Spain	40.9343489 -3.4710919
Moline, Illinois, USA	41.5067003 -90.5151342
Setif, Algeria	36.1892751 5.403493
Rawson, Chubut, Argentina	-43.2991348 -65.1056655
Museo Naval de Madrid, Spain	40.41752575 -3.692380646477055
Xuanwu District, Beijing, China	32.0596843 118.7902362
Parque Nacional Medanos de Coro, Venezuela	11.5970955 -69.73748247321086
Vacaresti, Dambovita, Romania	44.8572428 25.4876282
Katsushika, Tokyo, Japan	35.751733 139.863816
Keene, California, USA	35.2235728 -118.5623117
Mount Horeb, Wisconsin, USA	43.008665 -89.7384145
Winterville, Georgia, USA	33.9670589 -83.2782101
Orono, Ontario, Canada	43.975028 -78.616447
Capaccio Paestum, Italy	40.44386235 15.040038348299316
Castlerea, County Roscommon, Ireland	53.7664969 -8.487153
Corsicana Texas, USA	32.091299 -96.4646821
Burlington, Iowa, USA	40.8075391 -91.1129234
Fettercairn, Scotland, UK	56.8518556 -2.5748445
Kerrick, Minnesota, USA	46.339347 -92.5870118
Paso de Jama, Jujuy, Argentina	-23.2265978 -67.0628982
Archies Creek, Victoria, Australia	-38.548863 145.56498054788307
Bed-Stuy Brooklyn, New York, USA	40.6834364 -73.9412488
Fairview, North Carolina, USA	35.52218955 -82.39268284316401
Kuuskajaskari, Rauma, Finland	61.13716035 21.365048414072987
Raschs vei 42A, 1153 Oslo, Norway	59.8805754 10.8128417
Nueces County, Texas, USA	27.7153774 -97.6199942
Piperton, Tennessee, USA	35.0450914 -89.6217476
Accettura, Basilicata, Italy	40.491016 16.157977
Degerfors, Sweden	59.266667 14.433333
CCC-Filmstudio Berlin-Spandau, Germany	52.5502251 13.2256292
Kilbirnie, Wellington, New Zealand	-41.3166456 174.7980932
Schwarzenbek, Schleswig-Holstein, Germany	53.503122 10.4785643
Ste-Justine-de-Newton, Canada	45.3756735 -74.416373
North Ayrshire, Scotland, UK	55.72785075 -4.727176716786229
New Paltan, Dhaka, Bangladesh	23.7183939 90.4041322
Farley Hill, St. Peter, Barbados	13.2656292 -59.5952486
Castle Street, Dunedin	-45.8624836 170.5151847
london, England, UK	51.5073219 -0.1276474
Spychowo, Warminsko-Mazurskie, Poland	53.6022737 21.3461575
Moorabbin, Victoria, Australia	-37.9343919 145.0368952
Patna, Bihar, India	25.6093239 85.1235252
Green Park, New Delhi, India	28.5607037 77.2036565
Ferny Hills, Queensland, Australia	-27.395057 152.9395794
Deli, Sumatra, Indonesia	3.6947182 98.83100147255647
Mexico, Pampanga, Philippines	15.0643509 120.720544
Core Banks, North Carolina, USA	35.7399856 -78.9141727
Nuussuaq, Greenland	74.1111111 -57.0611111
Duomo di Milano, Milan Cathedral, Italy	45.46416835 9.191621109614111
Anahuac, Texas, USA	29.7730001 -94.6826961
